ASIN,Bullet 1,Bullet 2,Bullet 3,Bullet 4,Bullet 5,Bullet 6,Bullet 7,Bullet 8,Bullet 9,Product Description Full
B01CSUT5NW,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2014-2018 INFINITI Q70; 2012-2013 INFINITI M35h"
B06XP2WLYG,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2014-2018 HYUNDAI i10; 2014-2017 HYUNDAI Grand i10; 2014-2017 HYUNDAI Xcent"
B00FU9B8QG,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2006-2009 JAGUAR XK"
B00062YIBO,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1986 MAZDA RX-7 I; 1984-1985 MAZDA RX-7"
B002EBYNV0,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2009-2011 HYUNDAI Genesis Sedan"
B01NGTI4CS,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2016-2019 CADILLAC CT6"
B00062ZKYI,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1996-2006 HONDA Legend; 1996-2004 ACURA RL"
B00062YIEG,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1996-2008 FORD Ka; 1986-1997 FORD Aerostar; 1995-1997 FORD Windstar; 1986-1995 FORD Taurus; 1986-1995 MERCURY Sable; 1991-1994 FORD Explorer; 1988-1994 FORD Ranger; 1988-1994 LINCOLN Continental; 1994 MAZDA B2300; 1994 MAZDA B3000; 1994 MAZDA B4000; 1991-1994 MAZDA Navajo; 1988-1990 FORD Bronco II; 1990 FORD Probe"
B000AP1MTS,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2004-2008 CHRYSLER Pacifica"
B00062YICS,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1986-1989 ACURA Integra; 1986-1989 HONDA Ballade; 1986-1989 HONDA Integra; 1985-1987 HONDA Civic; 1983-1987 HONDA Civic I; 1983-1987 HONDA Civic II; 1983-1987 HONDA CRX I"
B01MU392X8,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2018 SEAT Ibiza VI; 2016-2018 VOLKSWAGEN Caddy IV; 2014-2018 VOLKSWAGEN Golf Sportsvan; 2013-2018 VOLKSWAGEN Golf VII; 2014-2017 SKODA Fabia; 2014-2017 SKODA Octavia; 2014-2017 SKODA Rapid; 2013-2017 SKODA Yeti; 2013-2017 VOLKSWAGEN Gran Lavida; 2014-2017 VOLKSWAGEN Jetta; 2013-2017 VOLKSWAGEN Lavida; 2014-2017 VOLKSWAGEN Polo; 2014-2017 VOLKSWAGEN Sagitar; 2012-2017 VOLKSWAGEN Santana; 2014-2017 VOLKSWAGEN Sportvan; 2015 VOLKSWAGEN Gran Santana; 2014 VOLKSWAGEN Lavida Cross; 2013 VOLKSWAGEN Jetta V"
B0088BBQY2,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2014-2017 SUZUKI Celerio; 2010-2012 MARUTI SUZUKI Alto K10"
